,No_Of_Rooms,locality,lease_type,gym,lift,swimming_pool,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,true_count
12088,BHK2,RR Nagar ``,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,8.0,1.0,S,2.0,1.0,1.0,BOREWELL,IF,1.0,10500.0,4
12089,BHK3,Bommanahalli,FAMILY,1,1,1,1,FULLY_FURNISHED,BOTH,1340,10.0,3.0,E,3.0,1.0,4.0,CORP_BORE,AP,2.0,20000.0,15
12090,BHK3,"JP Nagar,",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1550,5.0,3.0,S,3.0,0.0,12.0,CORP_BORE,AP,1.0,35000.0,13
12091,BHK3,Vijayanagar,FAMILY,0,0,0,0,NOT_FURNISHED,NONE,1420,10.0,3.0,N,0.0,1.0,2.0,CORPORATION,IF,2.0,20000.0,5
12092,BHK1,Domlur I Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,30.0,1.0,N,2.0,1.0,2.0,CORPORATION,IF,2.0,18000.0,2
12093,BHK2,"Green Glen Layout,Bellandur",FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1305,8.0,2.0,N,4.0,1.0,10.0,BOREWELL,AP,2.0,30000.0,16
12094,BHK2,Audugodi,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,7.0,1.0,N,2.0,2.0,2.0,CORP_BORE,AP,0.0,13000.0,2
12095,BHK2,HSR Layout,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1000,12.0,2.0,S,2.0,3.0,3.0,BOREWELL,AP,2.0,23000.0,4
12096,BHK2,RR Nagar,FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1600,3.0,2.0,E,3.0,3.0,3.0,CORP_BORE,AP,2.0,15000.0,8
12097,BHK2,"2nd Cross, 1st Main, Kenchena Halli Rd, Durga Parameshwari Layout, Kenchenhalli, RR Nagar, Bengaluru, Karnataka 560098, India,Bengaluru",FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1257,0.0,2.0,E,2.0,0.0,11.0,CORP_BORE,AP,2.0,23000.0,10
12098,BHK2,Jayanagar,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,750,0.0,2.0,E,1.0,0.0,2.0,CORPORATION,IF,0.0,16000.0,3
12099,BHK2,Kasavanahalli,FAMILY,1,1,1,1,SEMI_FURNISHED,NONE,1140,3.0,2.0,E,2.0,1.0,11.0,CORP_BORE,AP,2.0,19000.0,9
12100,BHK2,Chandra Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,950,13.0,2.0,W,2.0,0.0,1.0,CORPORATION,IF,0.0,15000.0,1
12101,BHK3,Bellandur,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,2200,0.0,3.0,E,3.0,9.0,10.0,CORP_BORE,AP,3.0,40000.0,16
12102,BHK1,C V Raman Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,650,0.0,1.0,N,2.0,0.0,4.0,CORP_BORE,AP,1.0,20000.0,2
12103,BHK2,JP Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1700,10.0,2.0,NE,2.0,2.0,5.0,CORP_BORE,AP,2.0,18000.0,9
12104,BHK2,"Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka, India",FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1000,10.0,2.0,NW,0.0,0.0,2.0,CORPORATION,IH,1.0,14000.0,0
12105,BHK2,New Tippasandra,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,5.0,2.0,E,2.0,1.0,3.0,CORP_BORE,IF,1.0,14000.0,4
12106,RK1,Jayanagara 9th Block,BACHELOR,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,450,4.0,1.0,N,1.0,1.0,1.0,CORPORATION,IF,0.0,10000.0,3
12107,BHK2,J. P. Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,1200,10.0,2.0,N,3.0,0.0,2.0,CORPORATION,IH,0.0,20000.0,3
12108,BHK2,BTM Layout,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,750,1.0,2.0,S,2.0,1.0,2.0,CORP_BORE,IH,1.0,18000.0,3
12109,BHK2,Bhoganhalli,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1200,4.0,2.0,W,2.0,0.0,5.0,CORP_BORE,AP,2.0,25000.0,15
12110,BHK2,Mahadevapura,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1312,5.0,2.0,E,2.0,1.0,5.0,BOREWELL,AP,2.0,27000.0,13
12111,BHK1,Varthur,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,700,0.0,1.0,E,1.0,3.0,3.0,CORP_BORE,IF,2.0,9000.0,2
12112,BHK2,Basaveshwar Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,1.0,N,1.0,0.0,1.0,CORPORATION,IF,0.0,9400.0,2
12113,BHK2,Jayanagar,FAMILY,0,0,0,1,NOT_FURNISHED,NONE,1200,49.0,1.0,E,0.0,0.0,1.0,CORPORATION,IH,0.0,20000.0,3
12114,BHK2,HSR Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,2.0,2.0,E,2.0,0.0,3.0,CORP_BORE,IF,0.0,13000.0,1
12115,BHK1,"Maruthi Nagar,Attiguppe",FAMILY,0,1,0,1,SEMI_FURNISHED,NONE,613,15.0,1.0,W,2.0,7.0,7.0,CORPORATION,AP,0.0,11000.0,5
12116,BHK1,Basavanagudi,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,8.0,1.0,E,1.0,0.0,1.0,CORP_BORE,IF,0.0,8000.0,2
12117,BHK2,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1200,20.0,2.0,E,3.0,0.0,1.0,CORPORATION,IF,0.0,13500.0,3
12118,BHK2,"Seetharampalya,Hoodi",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1100,0.0,2.0,E,4.0,0.0,5.0,CORP_BORE,AP,1.0,22000.0,15
12119,BHK2,Bellandur,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,0.0,2.0,NE,2.0,1.0,3.0,CORP_BORE,AP,1.0,20000.0,3
12120,RK1,JP Nagar Phase 6,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,250,3.0,1.0,N,1.0,4.0,4.0,CORP_BORE,IH,1.0,8500.0,2
12121,BHK2,BTM Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,1500,15.0,3.0,E,2.0,0.0,1.0,CORPORATION,IH,0.0,30000.0,2
12122,BHK2,"Chandra Layout,Marathahalli",FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1278,5.0,2.0,E,5.0,1.0,4.0,CORP_BORE,AP,3.0,20000.0,5
12123,BHK2,"Sadaramangala,Krishnarajapura",BACHELOR,1,1,0,0,NOT_FURNISHED,NONE,1024,3.0,2.0,E,0.0,4.0,12.0,CORPORATION,AP,1.0,16000.0,6
12124,BHK2,Hoodi,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,7.0,1.0,N,1.0,2.0,4.0,CORP_BORE,IF,1.0,10000.0,2
12125,BHK2,Ejipura,BACHELOR,0,0,0,1,SEMI_FURNISHED,NONE,650,2.0,1.0,W,2.0,3.0,4.0,CORP_BORE,IH,1.0,14000.0,5
12126,BHK2,"oBalagere, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1325,1.0,2.0,E,2.0,4.0,4.0,CORPORATION,AP,3.0,20000.0,10
12127,BHK4,C V Raman Nagar,FAMILY,1,1,0,1,FULLY_FURNISHED,BOTH,2950,0.0,4.0,W,10.0,4.0,4.0,CORP_BORE,AP,1.0,50000.0,13
12128,BHK3,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1600,0.0,3.0,E,3.0,2.0,5.0,BOREWELL,AP,3.0,26000.0,16
12129,BHK3,Kasavanahalli,FAMILY,0,1,0,1,FULLY_FURNISHED,BOTH,1609,7.0,3.0,S,3.0,0.0,10.0,CORP_BORE,AP,3.0,25000.0,4
12130,BHK2,Shivaji Nagar,FAMILY,1,0,0,0,SEMI_FURNISHED,BOTH,700,20.0,2.0,E,1.0,2.0,2.0,BOREWELL,IF,1.0,15000.0,3
12131,BHK4,JP Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1500,20.0,4.0,NE,4.0,1.0,2.0,CORPORATION,IF,1.0,35000.0,4
12132,BHK2,"Thubarahalli,Whitefield",FAMILY,1,0,1,0,SEMI_FURNISHED,BOTH,1000,3.0,2.0,E,2.0,3.0,4.0,CORP_BORE,AP,2.0,20000.0,9
12133,BHK2,Rajaji Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,5.0,1.0,E,2.0,1.0,1.0,CORPORATION,IF,1.0,14000.0,0
12134,BHK3,Bellandur,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1600,1.0,3.0,S,3.0,1.0,1.0,CORP_BORE,AP,2.0,32000.0,8
12135,BHK3,JP Nagar,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,2000,7.0,3.0,E,3.0,0.0,9.0,CORP_BORE,AP,1.0,38000.0,11
12136,BHK3,Bhoganhalli,ANYONE,1,1,1,0,SEMI_FURNISHED,NONE,1937,1.0,3.0,E,3.0,8.0,16.0,CORP_BORE,AP,2.0,42000.0,11
12137,BHK1,Banashankarii,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,400,6.0,1.0,W,1.0,1.0,2.0,CORPORATION,IF,1.0,9500.0,0
12138,BHK2,janapriya abodes,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1000,6.0,2.0,S,2.0,0.0,1.0,CORPORATION,IH,0.0,11000.0,5
12139,BHK2,"Pulkeshi Nagar,Pulikeshi Nagar",FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1400,0.0,2.0,NW,3.0,1.0,4.0,BOREWELL,AP,3.0,35000.0,5
12140,BHK2,JP Nagar 6th Phase,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,1100,6.0,2.0,E,0.0,2.0,4.0,CORPORATION,AP,1.0,25000.0,4
12141,BHK2,Whitefield Hope Farm Junction,FAMILY,1,0,1,0,SEMI_FURNISHED,BOTH,1200,3.0,2.0,E,2.0,1.0,4.0,CORPORATION,AP,1.0,22000.0,6
12142,BHK2,Bellandur,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1300,6.0,2.0,N,2.0,3.0,3.0,CORP_BORE,AP,2.0,22200.0,12
12143,BHK3,Poornapragna Housing Society Layout,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1300,3.0,2.0,N,2.0,2.0,8.0,CORP_BORE,AP,2.0,15000.0,8
12144,BHK2,HSR Layout 5th Sector,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,2030,3.0,2.0,N,4.0,1.0,4.0,CORP_BORE,IH,0.0,15000.0,1
12145,BHK2,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,10.0,2.0,NW,2.0,0.0,0.0,CORP_BORE,IH,0.0,8000.0,4
12146,BHK3,"Narayanappa Garden,Whitefield",ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1650,4.0,3.0,E,3.0,3.0,4.0,CORP_BORE,AP,3.0,25000.0,9
12147,BHK2,Doddakannelli,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1225,0.0,2.0,E,3.0,2.0,4.0,BOREWELL,AP,2.0,20000.0,14
12148,BHK2,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1280,5.0,2.0,W,2.0,3.0,3.0,BOREWELL,AP,2.0,23000.0,13
12149,BHK2,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1600,15.0,2.0,N,2.0,1.0,2.0,CORPORATION,IF,1.0,22000.0,4
12150,BHK2,Rajaji Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,800,1.0,2.0,E,2.0,0.0,5.0,CORPORATION,AP,2.0,15000.0,6
12151,BHK3,"Brookefield, Tigalarpalya",FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,2990,8.0,4.0,E,2.0,0.0,5.0,CORPORATION,AP,4.0,29000.0,12
12152,BHK2,Kumaraswamy Layout,FAMILY,0,0,0,0,NOT_FURNISHED,FOUR_WHEELER,650,2.0,1.0,S,0.0,0.0,3.0,CORPORATION,IF,0.0,8000.0,3
12153,BHK1,Doddanekundi,ANYONE,0,0,0,1,NOT_FURNISHED,FOUR_WHEELER,500,2.0,1.0,E,0.0,2.0,2.0,CORPORATION,IH,1.0,8500.0,4
12154,BHK2,Whitefield,ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1118,1.0,2.0,E,2.0,1.0,4.0,BOREWELL,AP,2.0,20000.0,13
12155,BHK2,Mangammanapalya,ANYONE,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,750,7.0,1.0,N,2.0,0.0,3.0,CORPORATION,IF,1.0,12000.0,3
12156,BHK3,Columbia Asia Hospital Sarjapur Road,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1695,5.0,3.0,SE,3.0,10.0,11.0,BOREWELL,AP,2.0,40000.0,15
12157,BHK2,Panathur,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1435,4.0,2.0,E,2.0,4.0,4.0,BOREWELL,AP,3.0,22000.0,9
12158,BHK2,"Immadihalli,Whitefield",ANYONE,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1147,2.0,2.0,W,2.0,3.0,4.0,CORP_BORE,AP,2.0,18000.0,12
12159,BHK3,Kasavanahalli,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1071,3.0,2.0,W,4.0,11.0,11.0,BOREWELL,AP,1.0,23000.0,14
12160,BHK1,BTM 2nd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,15.0,1.0,S,1.0,2.0,2.0,CORPORATION,IF,1.0,12000.0,3
12161,BHK2,BTM 2nd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,5.0,2.0,W,2.0,1.0,1.0,CORP_BORE,IF,1.0,15000.0,2
12162,BHK3,JP Nagar 1st Phase,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1400,20.0,2.0,E,2.0,1.0,2.0,CORPORATION,IF,1.0,26000.0,3
12163,BHK2,Kasavanahalli,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1175,2.0,2.0,E,2.0,4.0,4.0,CORP_BORE,AP,1.0,23000.0,13
12164,BHK2,Kadubeesanahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1700,2.0,2.0,E,2.0,0.0,3.0,CORP_BORE,IF,1.0,20000.0,3
12165,BHK2,BTM Layout,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,15.0,1.0,N,1.0,2.0,2.0,BOREWELL,IH,1.0,15000.0,4
12166,BHK3,Shivaji Nagar,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,800,3.0,1.0,E,2.0,2.0,5.0,CORP_BORE,AP,0.0,18000.0,6
12167,BHK3,Doddanekkundi,FAMILY,1,1,1,0,FULLY_FURNISHED,BOTH,1400,1.0,2.0,E,2.0,4.0,4.0,CORPORATION,AP,3.0,24000.0,10
12168,BHK2,Varthur,FAMILY,0,1,0,0,NOT_FURNISHED,BOTH,1120,0.0,2.0,E,0.0,10.0,14.0,CORP_BORE,AP,1.0,22000.0,6
12169,BHK2,ITPL,ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1130,1.0,2.0,E,2.0,1.0,5.0,CORPORATION,AP,2.0,18800.0,9
12170,BHK1,Whitefield,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,400,2.0,1.0,E,1.0,1.0,2.0,CORP_BORE,IF,1.0,8000.0,2
12171,BHK3,HSR Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1400,8.0,3.0,W,5.0,1.0,3.0,CORP_BORE,IF,1.0,37000.0,6
12172,BHK2,Wilson Garden,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1450,4.0,2.0,E,4.0,0.0,2.0,CORPORATION,IF,3.0,25000.0,5
12173,BHK2,Jagadish Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1600,0.0,3.0,E,2.0,1.0,2.0,CORP_BORE,IF,2.0,30000.0,0
12174,BHK2,Kundalahalli,FAMILY,0,0,0,0,FULLY_FURNISHED,BOTH,1197,4.0,2.0,E,2.0,2.0,4.0,CORP_BORE,AP,2.0,27000.0,12
12175,BHK2,Jeevan Bima Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,E,1.0,0.0,1.0,CORPORATION,IH,0.0,16000.0,0
12176,BHK2,Jayanagar,FAMILY,0,1,0,0,NOT_FURNISHED,BOTH,1070,0.0,2.0,E,2.0,1.0,3.0,CORP_BORE,AP,1.0,32000.0,3
12177,BHK2,BTM Layout,ANYONE,0,0,0,1,NOT_FURNISHED,BOTH,800,5.0,2.0,E,0.0,1.0,2.0,CORP_BORE,IF,1.0,14000.0,4
12178,BHK2,Kaikondrahalli,ANYONE,1,1,1,1,FULLY_FURNISHED,FOUR_WHEELER,1121,2.0,2.0,E,4.0,4.0,6.0,CORP_BORE,AP,1.0,25000.0,14
12179,BHK3,Munnekollal,FAMILY,1,1,0,0,FULLY_FURNISHED,BOTH,1700,5.0,3.0,N,3.0,4.0,12.0,CORPORATION,AP,2.0,48000.0,11
12180,BHK2,Kaikondrahalli,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,5.0,2.0,E,4.0,1.0,1.0,BOREWELL,IF,1.0,25000.0,4
12181,BHK2,Vimanapura,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,650,9.0,2.0,N,2.0,1.0,1.0,CORPORATION,IF,1.0,9500.0,3
12182,BHK2,Vijayanagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,850,15.0,2.0,N,2.0,1.0,2.0,CORP_BORE,IF,0.0,17000.0,3
12183,BHK3,Nayanda Halli,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,2400,10.0,3.0,E,10.0,0.0,0.0,CORP_BORE,IH,2.0,50000.0,3
12184,BHK3,Kaggadasapura,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1000,5.0,2.0,E,4.0,0.0,1.0,CORPORATION,IH,0.0,15000.0,0
12185,BHK2,Brookefield,FAMILY,0,1,0,1,SEMI_FURNISHED,FOUR_WHEELER,1200,0.0,2.0,W,2.0,2.0,5.0,CORPORATION,AP,3.0,27000.0,4
12186,BHK2,Samethanahalli,ANYONE,1,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1072,3.0,2.0,E,1.0,6.0,10.0,CORP_BORE,AP,1.0,14000.0,10
12187,BHK1,Marathahalli,ANYONE,0,0,0,1,NOT_FURNISHED,BOTH,500,0.0,1.0,N,0.0,1.0,4.0,BOREWELL,IF,0.0,10000.0,3
12188,BHK1,C V Raman Nagar,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,600,10.0,2.0,W,1.0,0.0,0.0,CORP_BORE,IH,0.0,13000.0,3
12189,BHK1,Koramangala,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,500,15.0,1.0,N,1.0,1.0,3.0,CORPORATION,IF,1.0,12000.0,3
12190,BHK2,Indiranagar,FAMILY,0,0,0,0,SEMI_FURNISHED,FOUR_WHEELER,600,10.0,1.0,W,1.0,1.0,1.0,CORPORATION,IH,1.0,12000.0,4
12191,BHK2,Varthur,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1167,2.0,2.0,W,2.0,3.0,3.0,BOREWELL,AP,2.0,19000.0,8
12192,BHK2,C V Raman Nagar,FAMILY,0,1,0,1,FULLY_FURNISHED,BOTH,1000,10.0,2.0,SE,2.0,3.0,3.0,CORPORATION,AP,1.0,24000.0,3
12193,BHK2,"stage 2, BTM Layout",FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,800,10.0,2.0,NW,2.0,2.0,4.0,CORP_BORE,AP,2.0,16000.0,1
12194,BHK3,Koramangala,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1475,8.0,3.0,W,5.0,3.0,5.0,CORPORATION,AP,3.0,34000.0,12
12195,BHK2,Bellandur,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1193,4.0,2.0,W,4.0,1.0,4.0,BOREWELL,AP,2.0,24000.0,11
12196,BHK1,Rajaji Nagar,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,20.0,1.0,E,1.0,2.0,2.0,CORPORATION,IF,1.0,8500.0,1
12197,BHK3,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1625,5.0,3.0,W,3.0,2.0,10.0,CORP_BORE,AP,0.0,25000.0,18
12198,BHK2,Ulsoor,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,W,3.0,0.0,3.0,CORPORATION,IF,1.0,23000.0,0
12199,BHK3,CV Raman Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1400,10.0,2.0,E,3.0,0.0,4.0,CORP_BORE,AP,2.0,28000.0,5
12200,BHK2,JP Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,10.0,1.0,E,1.0,0.0,1.0,CORP_BORE,IF,0.0,8000.0,3
12201,BHK2,Whitefield,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1230,4.0,2.0,E,2.0,3.0,3.0,BOREWELL,AP,1.0,20000.0,5
12202,BHK2,Banashankari,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,12.0,1.0,N,1.0,1.0,1.0,CORP_BORE,IF,1.0,12000.0,2
12203,BHK1,Whitefield,BACHELOR,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,700,2.0,2.0,N,2.0,2.0,2.0,BOREWELL,IF,0.0,15000.0,1
12204,BHK2,Bhoganhalli,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,1400,2.0,3.0,E,2.0,2.0,2.0,BOREWELL,IH,1.0,20000.0,6
12205,BHK1,Koramangala,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,875,0.0,2.0,N,1.0,0.0,1.0,CORPORATION,IH,0.0,12000.0,3
12206,BHK2,Hosakerehalli,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,700,5.0,1.0,E,2.0,0.0,3.0,CORP_BORE,IF,0.0,10500.0,1
12207,BHK2,"Mahalakshmipuram,",FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,2100,1.0,2.0,E,2.0,1.0,2.0,CORP_BORE,IF,0.0,15000.0,1
12208,BHK2,Munnekollal,FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,900,3.0,2.0,N,1.0,3.0,3.0,BOREWELL,IF,1.0,13000.0,0
12209,BHK3,Shivajinagar,ANYONE,0,0,0,0,SEMI_FURNISHED,NONE,1200,7.0,2.0,N,2.0,2.0,2.0,CORPORATION,IF,1.0,30000.0,1
12210,BHK2,Koramangala 4th Block,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,15.0,1.0,W,2.0,0.0,3.0,CORPORATION,IF,0.0,22000.0,4
12211,BHK2,Tyagaraja Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,3.0,1.0,E,2.0,2.0,2.0,CORP_BORE,IF,0.0,10500.0,2
12212,BHK3,"BTM Layout 2nd Stage, Bengaluru, Karnataka, India",FAMILY,0,0,0,0,SEMI_FURNISHED,NONE,900,3.0,2.0,E,3.0,1.0,3.0,CORPORATION,AP,1.0,18000.0,1
12213,BHK1,Rajaji Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,700,20.0,1.0,E,0.0,0.0,0.0,CORP_BORE,IH,0.0,15000.0,3
12214,BHK2,Konanakunte,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1050,2.0,2.0,E,2.0,1.0,4.0,BOREWELL,AP,1.0,11000.0,4
12215,BHK1,Marathahalli,ANYONE,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,400,0.0,1.0,E,0.0,3.0,3.0,CORP_BORE,IF,0.0,11500.0,1
12216,BHK3,Kaggadasapura,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1900,4.0,3.0,N,3.0,2.0,3.0,CORP_BORE,AP,3.0,27000.0,3
12217,BHK1,Girinagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,450,0.0,1.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,8000.0,3
12218,BHK2,JP Nagar,FAMILY,1,1,1,0,FULLY_FURNISHED,BOTH,1470,8.0,2.0,E,4.0,1.0,8.0,CORPORATION,AP,3.0,28000.0,13
12219,RK1,Austin Town,FAMILY,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,400,0.0,1.0,N,0.0,4.0,4.0,CORPORATION,IF,0.0,10000.0,1
12220,BHK2,Kaikondrahalli,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1200,0.0,2.0,N,2.0,2.0,5.0,BOREWELL,AP,2.0,20000.0,15
12221,BHK2,BTM 2nd Stage,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,10.0,1.0,S,2.0,0.0,2.0,CORP_BORE,IF,0.0,13000.0,4
12222,RK1,Marathahalli,BACHELOR,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,350,0.0,1.0,N,1.0,3.0,3.0,CORP_BORE,IH,1.0,10000.0,0
12223,BHK3,Whitefield,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,1695,0.0,3.0,N,3.0,0.0,4.0,CORP_BORE,AP,3.0,25000.0,4
12224,BHK3,Hoodi,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1980,3.0,3.0,E,3.0,0.0,8.0,BOREWELL,AP,0.0,27500.0,14
12225,BHK2,Nagarabhavi,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,700,7.0,2.0,E,2.0,0.0,3.0,CORPORATION,IF,0.0,11000.0,2
12226,BHK3,"Eastwood Township,Harlur",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,2289,2.0,3.0,E,3.0,15.0,15.0,CORP_BORE,AP,2.0,40000.0,15
12227,BHK2,Nagarabhavi,ANYONE,0,0,0,0,NOT_FURNISHED,BOTH,900,1.0,1.0,E,1.0,3.0,3.0,CORP_BORE,IF,0.0,10000.0,3
12228,BHK3,"Basavanna Nagar,Krishnarajapura",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1261,0.0,3.0,E,3.0,2.0,4.0,CORP_BORE,AP,1.0,27000.0,12
12229,BHK2,Shankarapura,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1150,15.0,2.0,W,2.0,1.0,3.0,CORP_BORE,AP,1.0,20000.0,0
12230,BHK3,Bommanahalli,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1664,1.0,2.0,N,3.0,0.0,4.0,CORP_BORE,AP,4.0,29000.0,6
